Test_data,Method_name,Method_name_simple,BlockSize,Sub_BlockSize,SAMEMAlign_Version,Vaild_tests,Q_view,TC_view,SPview,Time_view,Q,TC,SP,Time,Maxmemory,Q_raw,TC_raw,Time_raw,Memory_raw
mt1x,wmsa-13000,wmsa,13000,100,0.10.0.0,1,,,-155.4166755,210.61,,,-155.4166755,210.61,1074204,,,,
mt1x,wmsa_highsim-15000,wmsa_highsim,15000,100,0.10.0.0,1,,,-149.0839099,44.03,,,-149.0839099,44.03,106516,,,,
mt1x,wmsa-15000,wmsa,15000,100,0.10.0.0,1,,,-155.1942286,170.9,,,-155.1942286,170.9,967984,,,,
mt1x,wmsa_highsim-20,wmsa_highsim,20,100,0.10.0.0,1,,,-165.4222775,22.05,,,-165.4222775,22.05,393904,,,,
mt1x,wmsa-20,wmsa,20,100,0.10.0.0,1,,,-151.6287125,51.53,,,-151.6287125,51.53,1734364,,,,
mt1x,wmsa_highsim-200,wmsa_highsim,200,100,0.10.0.0,1,,,-163.512916,11.9,,,-163.512916,11.9,242196,,,,
mt1x,wmsa-200,wmsa,200,100,0.10.0.0,1,,,-162.7622507,134.54,,,-162.7622507,134.54,1997072,,,,
mt1x,wmsa_highsim-2000,wmsa_highsim,2000,100,0.10.0.0,1,,,-2918.029718,18.47,,,-2918.029718,18.47,66500,,,,
mt1x,wmsa-2000,wmsa,2000,100,0.10.0.0,1,,,-152.6084735,97.92,,,-152.6084735,97.92,1469644,,,,
mt1x,wmsa-20000,wmsa,20000,100,0.10.0.0,1,,,-154.0817942,10.18,,,-154.0817942,10.18,137624,,,,
mt1x,wmsa_highsim-3000,wmsa_highsim,3000,100,0.10.0.0,1,,,-158.1088416,22.79,,,-158.1088416,22.79,58592,,,,
mt1x,wmsa-3000,wmsa,3000,100,0.10.0.0,1,,,-152.9447387,152.33,,,-152.9447387,152.33,1387256,,,,
mt1x,wmsa_highsim-4000,wmsa_highsim,4000,100,0.10.0.0,1,,,-154.0825926,24.18,,,-154.0825926,24.18,58256,,,,
mt1x,wmsa-4000,wmsa,4000,100,0.10.0.0,1,,,-151.8000852,297.16,,,-151.8000852,297.16,1219824,,,,
mt1x,wmsa_highsim-50,wmsa_highsim,50,100,0.10.0.0,1,,,-162.7155942,16.56,,,-162.7155942,16.56,345200,,,,
mt1x,wmsa-50,wmsa,50,100,0.10.0.0,1,,,-149.6095291,108.85,,,-149.6095291,108.85,2245784,,,,
mt1x,wmsa_highsim-500,wmsa_highsim,500,100,0.10.0.0,1,,,-151.095176,11.52,,,-151.095176,11.52,153728,,,,
mt1x,wmsa-500,wmsa,500,100,0.10.0.0,1,,,-158.2382948,112.2,,,-158.2382948,112.2,1879940,,,,
mt1x,wmsa_highsim-5000,wmsa_highsim,5000,100,0.10.0.0,1,,,-149.0779753,27.58,,,-149.0779753,27.58,57572,,,,
mt1x,wmsa-5000,wmsa,5000,100,0.10.0.0,1,,,-149.4929388,432.09,,,-149.4929388,432.09,1094548,,,,
mt1x,wmsa_highsim-6000,wmsa_highsim,6000,100,0.10.0.0,1,,,-153.0657157,29.32,,,-153.0657157,29.32,58520,,,,
mt1x,wmsa-6000,wmsa,6000,100,0.10.0.0,1,,,-152.6816053,492.57,,,-152.6816053,492.57,1025492,,,,
mt1x,wmsa_highsim-7000,wmsa_highsim,7000,100,0.10.0.0,1,,,-160.1286726,30.24,,,-160.1286726,30.24,61356,,,,
mt1x,wmsa-7000,wmsa,7000,100,0.10.0.0,1,,,-153.9523898,560.29,,,-153.9523898,560.29,1507324,,,,
mt1x,wmsa_highsim-800,wmsa_highsim,800,100,0.10.0.0,1,,,-155.1946588,12.58,,,-155.1946588,12.58,118060,,,,
mt1x,wmsa-800,wmsa,800,100,0.10.0.0,1,,,-154.1326733,110.44,,,-154.1326733,110.44,1731164,,,,
mt1x,wmsa_highsim-8000,wmsa_highsim,8000,100,0.10.0.0,1,,,-158.0634714,36.95,,,-158.0634714,36.95,84196,,,,
mt1x,wmsa-8000,wmsa,8000,100,0.10.0.0,1,,,-154.1521494,521.38,,,-154.1521494,521.38,1557708,,,,
mt1x,wmsa_highsim-9000,wmsa_highsim,9000,100,0.10.0.0,1,,,-159.0387747,39.06,,,-159.0387747,39.06,88996,,,,
mt1x,wmsa-9000,wmsa,9000,100,0.10.0.0,1,,,-154.5462485,497.15,,,-154.5462485,497.15,1587804,,,,
mt1x,FAME-2000,FAME,2000,,,1,,,-212.0908204,9.01,,,-212.0908204,9.01,122092,,,,
mt1x,FMAlign2-10,FMAlign2,10,,,1,,,-164.6944681,8.16,,,-164.6944681,8.16,301584,,,,
mt1x,FMAlign2-100,FMAlign2,100,,,1,,,-159.8305434,17.39,,,-159.8305434,17.39,254076,,,,
mt1x,FMAlign2-1000,FMAlign2,1000,,,1,,,-159.8305434,16.84,,,-159.8305434,16.84,254168,,,,
mt1x,FMAlign2-20,FMAlign2,20,,,1,,,-150.7190804,5.92,,,-150.7190804,5.92,321864,,,,
mt1x,FMAlign2-200,FMAlign2,200,,,1,,,-159.8305434,17.31,,,-159.8305434,17.31,254044,,,,
mt1x,FMAlign2-2000,FMAlign2,2000,,,1,,,-159.8305434,16.76,,,-159.8305434,16.76,253864,,,,
mt1x,FMAlign2-50,FMAlign2,50,,,1,,,-154.9295206,6.09,,,-154.9295206,6.09,263460,,,,
mt1x,FMAlign2-500,FMAlign2,500,,,1,,,-159.8305434,17.12,,,-159.8305434,17.12,253968,,,,
mt1x,FMAlign2-800,FMAlign2,800,,,1,,,-159.8305434,16.98,,,-159.8305434,16.98,254164,,,,
mt20x,abpoa_highsim-100,abpoa_highsim,100,100,0.10.0.0,1,,,-168.2241677,228.61,,,-168.2241677,228.61,3635708,,,,
mt20x,abpoa-100,abpoa,100,100,0.10.0.0,1,,,-184.7348335,1100.78,,,-184.7348335,1100.78,43710884,,,,
mt20x,abpoa_highsim-1000,abpoa_highsim,1000,100,0.10.0.0,1,,,-2770.672309,236.63,,,-2770.672309,236.63,1090976,,,,
mt20x,abpoa-1000,abpoa,1000,100,0.10.0.0,1,,,-171.500968,1207.94,,,-171.500968,1207.94,33424912,,,,
mt20x,abpoa_highsim-10000,abpoa_highsim,10000,100,0.10.0.0,1,,,-158.3554177,3693,,,-158.3554177,3693,1587048,,,,
mt20x,abpoa-10000,abpoa,10000,100,0.10.0.0,1,,,-199.0515332,409278,,,-199.0515332,409278,67316076,,,,
mt20x,abpoa_highsim-12000,abpoa_highsim,12000,100,0.10.0.0,1,,,-162.5298611,1800.3,,,-162.5298611,1800.3,1795328,,,,
mt20x,abpoa_highsim-13000,abpoa_highsim,13000,100,0.10.0.0,1,,,-162.2490995,1290.23,,,-162.2490995,1290.23,1897432,,,,
mt20x,abpoa_highsim-15000,abpoa_highsim,15000,100,0.10.0.0,1,,,-156.1617613,1440.36,,,-156.1617613,1440.36,2225572,,,,
mt20x,abpoa-15000,abpoa,15000,100,0.10.0.0,1,,,-191.1777993,189990,,,-191.1777993,189990,140155860,,,,
mt20x,abpoa_highsim-20,abpoa_highsim,20,100,0.10.0.0,1,,,-164.092457,240.99,,,-164.092457,240.99,4883936,,,,
mt20x,abpoa-20,abpoa,20,100,0.10.0.0,1,,,-168.0415809,649,,,-168.0415809,649,33523352,,,,
mt20x,abpoa_highsim-200,abpoa_highsim,200,100,0.10.0.0,1,,,-173.3828069,204.49,,,-173.3828069,204.49,2472168,,,,
mt20x,abpoa-200,abpoa,200,100,0.10.0.0,1,,,-184.9814061,851.19,,,-184.9814061,851.19,40099604,,,,
mt20x,abpoa_highsim-2000,abpoa_highsim,2000,100,0.10.0.0,1,,,-2758.479833,274.07,,,-2758.479833,274.07,1090876,,,,
mt20x,abpoa-2000,abpoa,2000,100,0.10.0.0,1,,,-195.0493706,2582.83,,,-195.0493706,2582.83,29731428,,,,
mt20x,abpoa_highsim-20000,abpoa_highsim,20000,100,0.10.0.0,1,,,-158.1558439,865.72,,,-158.1558439,865.72,3918884,,,,
mt20x,abpoa-20000,abpoa,20000,100,0.10.0.0,1,,,-158.1558439,881.97,,,-158.1558439,881.97,3918884,,,,
mt20x,abpoa_highsim-3000,abpoa_highsim,3000,100,0.10.0.0,1,,,-160.3170315,477.36,,,-160.3170315,477.36,1090840,,,,
mt20x,abpoa-3000,abpoa,3000,100,0.10.0.0,1,,,-217.7837693,7137,,,-217.7837693,7137,27179956,,,,
mt20x,abpoa_highsim-4000,abpoa_highsim,4000,100,0.10.0.0,1,,,-158.2159471,502.59,,,-158.2159471,502.59,1090828,,,,
mt20x,abpoa-4000,abpoa,4000,100,0.10.0.0,1,,,-192.94126,18662,,,-192.94126,18662,31838232,,,,
mt20x,abpoa_highsim-50,abpoa_highsim,50,100,0.10.0.0,1,,,-168.3199842,233.96,,,-168.3199842,233.96,4030360,,,,
mt20x,abpoa-50,abpoa,50,100,0.10.0.0,1,,,-166.8129006,737.02,,,-166.8129006,737.02,52619728,,,,
mt20x,abpoa_highsim-500,abpoa_highsim,500,100,0.10.0.0,1,,,-3931.992579,204.85,,,-3931.992579,204.85,1473964,,,,
mt20x,abpoa-500,abpoa,500,100,0.10.0.0,1,,,-175.0573905,806.38,,,-175.0573905,806.38,36703684,,,,
mt20x,abpoa_highsim-5000,abpoa_highsim,5000,100,0.10.0.0,1,,,-154.0578836,823.78,,,-154.0578836,823.78,1090820,,,,
mt20x,abpoa-5000,abpoa,5000,100,0.10.0.0,1,,,-199.8943192,30920,,,-199.8943192,30920,23279840,,,,
mt20x,abpoa_highsim-6000,abpoa_highsim,6000,100,0.10.0.0,1,,,-160.1782201,691.95,,,-160.1782201,691.95,1090824,,,,
mt20x,abpoa-6000,abpoa,6000,100,0.10.0.0,1,,,-208.634075,43445,,,-208.634075,43445,39808276,,,,
mt20x,abpoa_highsim-7000,abpoa_highsim,7000,100,0.10.0.0,1,,,-166.1981861,754.61,,,-166.1981861,754.61,1090820,,,,
mt20x,abpoa-7000,abpoa,7000,100,0.10.0.0,1,,,-218.1839647,62274,,,-218.1839647,62274,37561096,,,,
mt20x,abpoa_highsim-800,abpoa_highsim,800,100,0.10.0.0,1,,,-160.1705355,218.76,,,-160.1705355,218.76,1091012,,,,
mt20x,abpoa-800,abpoa,800,100,0.10.0.0,1,,,-173.280876,1019.74,,,-173.280876,1019.74,33166284,,,,
mt20x,abpoa_highsim-8000,abpoa_highsim,8000,100,0.10.0.0,1,,,-160.518735,2032,,,-160.518735,2032,1508604,,,,
mt20x,abpoa-8000,abpoa,8000,100,0.10.0.0,1,,,-211.1657723,391011,,,-211.1657723,391011,47989892,,,,
mt20x,abpoa_highsim-9000,abpoa_highsim,9000,100,0.10.0.0,1,,,-172.9553729,1625.81,,,-172.9553729,1625.81,1587048,,,,
mt20x,abpoa-9000,abpoa,9000,100,0.10.0.0,1,,,-206.4788103,322078,,,-206.4788103,322078,56212220,,,,
mt20x,fftns1_highsim-100,fftns1_highsim,100,100,0.10.0.0,1,,,-148.1542718,12810,,,-148.1542718,12810,3771496,,,,
mt20x,fftns1-100,fftns1,100,100,0.10.0.0,1,,,-170.6726163,77788,,,-170.6726163,77788,44502540,,,,
mt20x,fftns1_highsim-1000,fftns1_highsim,1000,100,0.10.0.0,1,,,-2764.945365,5654,,,-2764.945365,5654,1192840,,,,
mt20x,fftns1-1000,fftns1,1000,100,0.10.0.0,1,,,-194.575712,11749,,,-194.575712,11749,32916716,,,,
mt20x,fftns1_highsim-10000,fftns1_highsim,10000,100,0.10.0.0,1,,,-154.4993662,5868,,,-154.4993662,5868,3985632,,,,
mt20x,fftns1-10000,fftns1,10000,100,0.10.0.0,1,,,-166.3330415,262343,,,-166.3330415,262343,66918768,,,,
mt20x,fftns1_highsim-12000,fftns1_highsim,12000,100,0.10.0.0,1,,,-156.4293678,7915,,,-156.4293678,7915,2546272,,,,
mt20x,fftns1-12000,fftns1,12000,100,0.10.0.0,1,,,-158.1743615,554160,,,-158.1743615,554160,87625024,,,,
mt20x,fftns1_highsim-13000,fftns1_highsim,13000,100,0.10.0.0,1,,,-156.5049602,3275.31,,,-156.5049602,3275.31,2752360,,,,
mt20x,fftns1-13000,fftns1,13000,100,0.10.0.0,1,,,-160.2904238,256105,,,-160.2904238,256105,107393388,,,,
mt20x,fftns1_highsim-15000,fftns1_highsim,15000,100,0.10.0.0,1,,,-154.4849713,2385.57,,,-154.4849713,2385.57,3557840,,,,
mt20x,fftns1-15000,fftns1,15000,100,0.10.0.0,1,,,-152.2077,270289,,,-152.2077,270289,132054800,,,,
mt20x,fftns1_highsim-20,fftns1_highsim,20,100,0.10.0.0,1,,,-158.7223435,40184,,,-158.7223435,40184,4850524,,,,
mt20x,fftns1-20,fftns1,20,100,0.10.0.0,1,,,-159.1489798,303367,,,-159.1489798,303367,30796660,,,,
mt20x,fftns1_highsim-200,fftns1_highsim,200,100,0.10.0.0,1,,,-161.3444988,8743,,,-161.3444988,8743,2490224,,,,
mt20x,fftns1-200,fftns1,200,100,0.10.0.0,1,,,-222.6226375,51201,,,-222.6226375,51201,38759408,,,,
mt20x,fftns1_highsim-2000,fftns1_highsim,2000,100,0.10.0.0,1,,,-2752.607328,4151,,,-2752.607328,4151,2270512,,,,
mt20x,fftns1-2000,fftns1,2000,100,0.10.0.0,1,,,-196.7485005,5770,,,-196.7485005,5770,30960132,,,,
mt20x,fftns1_highsim-20000,fftns1_highsim,20000,100,0.10.0.0,1,,,-159.7685047,966.51,,,-159.7685047,966.51,6601764,,,,
mt20x,fftns1-20000,fftns1,20000,100,0.10.0.0,1,,,-159.7685047,972.29,,,-159.7685047,972.29,6485856,,,,
mt20x,fftns1_highsim-3000,fftns1_highsim,3000,100,0.10.0.0,1,,,-152.4696109,4183,,,-152.4696109,4183,2325324,,,,
mt20x,fftns1-3000,fftns1,3000,100,0.10.0.0,1,,,-191.34771,7835,,,-191.34771,7835,27290024,,,,
mt20x,fftns1_highsim-4000,fftns1_highsim,4000,100,0.10.0.0,1,,,-152.4870081,3565.39,,,-152.4870081,3565.39,2492060,,,,
mt20x,fftns1-4000,fftns1,4000,100,0.10.0.0,1,,,-176.7367926,22471,,,-176.7367926,22471,24999192,,,,
mt20x,fftns1_highsim-50,fftns1_highsim,50,100,0.10.0.0,1,,,-152.155137,20048,,,-152.155137,20048,4154936,,,,
mt20x,fftns1_highsim-500,fftns1_highsim,500,100,0.10.0.0,1,,,-3927.977199,4409,,,-3927.977199,4409,2080256,,,,
mt20x,fftns1-500,fftns1,500,100,0.10.0.0,1,,,-201.07842,19419,,,-201.07842,19419,36038616,,,,
mt20x,fftns1_highsim-5000,fftns1_highsim,5000,100,0.10.0.0,1,,,-154.3144978,8148,,,-154.3144978,8148,3468140,,,,
mt20x,fftns1-5000,fftns1,5000,100,0.10.0.0,1,,,-166.6393904,41547,,,-166.6393904,41547,23320312,,,,
mt20x,fftns1_highsim-6000,fftns1_highsim,6000,100,0.10.0.0,1,,,-154.3665797,4049,,,-154.3665797,4049,3171420,,,,
mt20x,fftns1-6000,fftns1,6000,100,0.10.0.0,1,,,-180.4857996,60124,,,-180.4857996,60124,29983376,,,,
mt20x,fftns1_highsim-7000,fftns1_highsim,7000,100,0.10.0.0,1,,,-154.6669187,3667,,,-154.6669187,3667,3509864,,,,
mt20x,fftns1-7000,fftns1,7000,100,0.10.0.0,1,,,-166.6300581,83509,,,-166.6300581,83509,42009112,,,,
mt20x,fftns1_highsim-800,fftns1_highsim,800,100,0.10.0.0,1,,,-151.1584554,3923,,,-151.1584554,3923,2110496,,,,
mt20x,fftns1-800,fftns1,800,100,0.10.0.0,1,,,-179.6505909,12081,,,-179.6505909,12081,35027648,,,,
mt20x,fftns1_highsim-8000,fftns1_highsim,8000,100,0.10.0.0,1,,,-156.5447033,6743,,,-156.5447033,6743,2360556,,,,
mt20x,fftns1-8000,fftns1,8000,100,0.10.0.0,1,,,-160.5963919,252948,,,-160.5963919,252948,48103368,,,,
mt20x,fftns1_highsim-9000,fftns1_highsim,9000,100,0.10.0.0,1,,,-153.1173304,5443,,,-153.1173304,5443,3909632,,,,
mt20x,fftns1-9000,fftns1,9000,100,0.10.0.0,1,,,-170.3495667,225081,,,-170.3495667,225081,59460480,,,,
mt20x,wmsa_highsim-100,wmsa_highsim,100,100,0.10.0.0,1,,,-159.4422997,237.89,,,-159.4422997,237.89,3689032,,,,
mt20x,wmsa-100,wmsa,100,100,0.10.0.0,1,,,-153.1298632,1473.02,,,-153.1298632,1473.02,54765480,,,,
mt20x,wmsa_highsim-1000,wmsa_highsim,1000,100,0.10.0.0,1,,,-2766.556923,235.89,,,-2766.556923,235.89,1090984,,,,
mt20x,wmsa-1000,wmsa,1000,100,0.10.0.0,1,,,-159.4783479,645.22,,,-159.4783479,645.22,32721016,,,,
mt20x,wmsa_highsim-10000,wmsa_highsim,10000,100,0.10.0.0,1,,,-155.9911793,783.09,,,-155.9911793,783.09,1090820,,,,
mt20x,wmsa-10000,wmsa,10000,100,0.10.0.0,1,,,-150.7948947,21280,,,-150.7948947,21280,74620900,,,,
mt20x,wmsa_highsim-12000,wmsa_highsim,12000,100,0.10.0.0,1,,,-155.9999535,1068.6,,,-155.9999535,1068.6,1090820,,,,
mt20x,wmsa-12000,wmsa,12000,100,0.10.0.0,1,,,-150.8776938,29560,,,-150.8776938,29560,87955036,,,,
mt20x,wmsa_highsim-13000,wmsa_highsim,13000,100,0.10.0.0,1,,,-156.0389569,968.6,,,-156.0389569,968.6,1090816,,,,
mt20x,wmsa-13000,wmsa,13000,100,0.10.0.0,1,,,-150.8090016,34837,,,-150.8090016,34837,108401788,,,,
mt20x,wmsa_highsim-15000,wmsa_highsim,15000,100,0.10.0.0,1,,,-149.0248579,1192.29,,,-149.0248579,1192.29,1142492,,,,
mt20x,wmsa-15000,wmsa,15000,100,0.10.0.0,1,,,-150.8025173,40440,,,-150.8025173,40440,133197336,,,,
mt20x,wmsa_highsim-20,wmsa_highsim,20,100,0.10.0.0,1,,,-165.3627471,270.48,,,-165.3627471,270.48,4898492,,,,
mt20x,wmsa-20,wmsa,20,100,0.10.0.0,1,,,-151.6027735,798.83,,,-151.6027735,798.83,37969484,,,,
mt20x,wmsa_highsim-200,wmsa_highsim,200,100,0.10.0.0,1,,,-163.3216753,221.1,,,-163.3216753,221.1,2470728,,,,
mt20x,wmsa-200,wmsa,200,100,0.10.0.0,1,,,-164.9023555,859.55,,,-164.9023555,859.55,38340756,,,,
mt20x,wmsa_highsim-2000,wmsa_highsim,2000,100,0.10.0.0,1,,,-2753.422731,289.58,,,-2753.422731,289.58,1090880,,,,
mt20x,wmsa-2000,wmsa,2000,100,0.10.0.0,1,,,-152.7186516,549.58,,,-152.7186516,549.58,29420296,,,,
mt20x,wmsa_highsim-20000,wmsa_highsim,20000,100,0.10.0.0,1,,,-154.024159,167.6,,,-154.024159,167.6,1306636,,,,
mt20x,wmsa-20000,wmsa,20000,100,0.10.0.0,1,,,-154.024159,173.97,,,-154.024159,173.97,1306564,,,,
mt20x,wmsa_highsim-3000,wmsa_highsim,3000,100,0.10.0.0,1,,,-158.0511682,387.56,,,-158.0511682,387.56,1090844,,,,
mt20x,wmsa-3000,wmsa,3000,100,0.10.0.0,1,,,-152.2687323,1215.21,,,-152.2687323,1215.21,27967088,,,,
mt20x,wmsa_highsim-4000,wmsa_highsim,4000,100,0.10.0.0,1,,,-154.0249562,540.62,,,-154.0249562,540.62,1090824,,,,
mt20x,wmsa-4000,wmsa,4000,100,0.10.0.0,1,,,-151.3024039,2943.24,,,-151.3024039,2943.24,24571524,,,,
mt20x,wmsa_highsim-50,wmsa_highsim,50,100,0.10.0.0,1,,,-169.0115704,266.21,,,-169.0115704,266.21,4144004,,,,
mt20x,wmsa-50,wmsa,50,100,0.10.0.0,1,,,-149.5452694,1133.76,,,-149.5452694,1133.76,51580124,,,,
mt20x,wmsa_highsim-500,wmsa_highsim,500,100,0.10.0.0,1,,,-3920.127117,245.1,,,-3920.127117,245.1,1461360,,,,
mt20x,wmsa-500,wmsa,500,100,0.10.0.0,1,,,-156.5506774,733.8,,,-156.5506774,733.8,37245880,,,,
mt20x,wmsa_highsim-5000,wmsa_highsim,5000,100,0.10.0.0,1,,,-149.0189317,581.16,,,-149.0189317,581.16,1090820,,,,
mt20x,wmsa-5000,wmsa,5000,100,0.10.0.0,1,,,-151.3039453,6083,,,-151.3039453,6083,30594816,,,,
mt20x,wmsa_highsim-6000,wmsa_highsim,6000,100,0.10.0.0,1,,,-153.0154636,612.15,,,-153.0154636,612.15,1090820,,,,
mt20x,wmsa-6000,wmsa,6000,100,0.10.0.0,1,,,-153.0633741,7523,,,-153.0633741,7523,38933688,,,,
mt20x,wmsa_highsim-7000,wmsa_highsim,7000,100,0.10.0.0,1,,,-160.070971,627.16,,,-160.070971,627.16,1090820,,,,
mt20x,wmsa-7000,wmsa,7000,100,0.10.0.0,1,,,-153.0864236,10521,,,-153.0864236,10521,41072312,,,,
mt20x,wmsa_highsim-800,wmsa_highsim,800,100,0.10.0.0,1,,,-155.1354502,246.03,,,-155.1354502,246.03,1091012,,,,
mt20x,wmsa-800,wmsa,800,100,0.10.0.0,1,,,-159.764475,679.66,,,-159.764475,679.66,32964672,,,,
mt20x,wmsa_highsim-8000,wmsa_highsim,8000,100,0.10.0.0,1,,,-157.9970878,767.4,,,-157.9970878,767.4,1090820,,,,
mt20x,wmsa-8000,wmsa,8000,100,0.10.0.0,1,,,-150.9656353,13608,,,-150.9656353,13608,48005192,,,,
mt20x,wmsa_highsim-9000,wmsa_highsim,9000,100,0.10.0.0,1,,,-158.9885607,820.74,,,-158.9885607,820.74,1090816,,,,
mt20x,wmsa-9000,wmsa,9000,100,0.10.0.0,1,,,-150.8835979,18005,,,-150.8835979,18005,57505396,,,,
mt20x,FAME-2000,FAME,2000,,,1,,,-211.9257239,35.36,,,-211.9257239,35.36,2160368,,,,
mt20x,FMAlign2-10,FMAlign2,10,,,1,,,-154.9415373,978.06,,,-154.9415373,978.06,5567472,,,,
mt20x,FMAlign2-100,FMAlign2,100,,,1,,,-159.5490751,409.1,,,-159.5490751,409.1,5007476,,,,
mt20x,FMAlign2-1000,FMAlign2,1000,,,1,,,-154.4379046,1702.87,,,-154.4379046,1702.87,5007596,,,,
mt20x,FMAlign2-20,FMAlign2,20,,,1,,,-156.7991007,788.83,,,-156.7991007,788.83,5272888,,,,
mt20x,FMAlign2-200,FMAlign2,200,,,1,,,-160.35734,434.79,,,-160.35734,434.79,5007680,,,,
mt20x,FMAlign2-2000,FMAlign2,2000,,,1,,,-159.7685047,3886,,,-159.7685047,3886,5007384,,,,
mt20x,FMAlign2-50,FMAlign2,50,,,1,,,-156.7038476,548.33,,,-156.7038476,548.33,5007632,,,,
mt20x,FMAlign2-500,FMAlign2,500,,,1,,,-152.318686,1202.08,,,-152.318686,1202.08,5007480,,,,
mt20x,FMAlign2-800,FMAlign2,800,,,1,,,-154.3124032,1900.25,,,-154.3124032,1900.25,5007668,,,,
Mycoplasma_,abpoa_highsim-1000,abpoa_highsim,1000,100,0.10.0.0,1,,,-12466,10.46,,,-12466,10.46,261776,,,,
Mycoplasma_,abpoa-1000,abpoa,1000,100,0.10.0.0,1,,,-8206,169.8,,,-8206,169.8,15215568,,,,
Mycoplasma_,abpoa_highsim-2000,abpoa_highsim,2000,100,0.10.0.0,1,,,-8050.833333,14.28,,,-8050.833333,14.28,1639216,,,,
Mycoplasma_,abpoa_highsim-500,abpoa_highsim,500,100,0.10.0.0,1,,,-12358.66667,6.55,,,-12358.66667,6.55,117512,,,,
Mycoplasma_,abpoa-500,abpoa,500,100,0.10.0.0,1,,,-8062,29.81,,,-8062,29.81,2153348,,,,
Mycoplasma_,abpoa_highsim-5000,abpoa_highsim,5000,100,0.10.0.0,1,,,-7872.833333,60.65,,,-7872.833333,60.65,15919776,,,,
Mycoplasma_,abpoa_highsim-800,abpoa_highsim,800,100,0.10.0.0,1,,,-12431.5,8.53,,,-12431.5,8.53,273440,,,,
Mycoplasma_,abpoa-800,abpoa,800,100,0.10.0.0,1,,,-8228,72.16,,,-8228,72.16,15222312,,,,
Mycoplasma_,fftns1_highsim-1000,fftns1_highsim,1000,100,0.10.0.0,1,,,-11606.16667,482.92,,,-11606.16667,482.92,38776,,,,
Mycoplasma_,fftns1-1000,fftns1,1000,100,0.10.0.0,1,,,-7308,291.29,,,-7308,291.29,318788,,,,
Mycoplasma_,fftns1_highsim-10000,fftns1_highsim,10000,100,0.10.0.0,1,,,-7149,213.55,,,-7149,213.55,731092,,,,
Mycoplasma_,fftns1-10000,fftns1,10000,100,0.10.0.0,1,,,-7149,339.22,,,-7149,339.22,735288,,,,
Mycoplasma_,fftns1_highsim-2000,fftns1_highsim,2000,100,0.10.0.0,1,,,-7298.666667,256.79,,,-7298.666667,256.79,59456,,,,
Mycoplasma_,fftns1-2000,fftns1,2000,100,0.10.0.0,1,,,-7523.833333,195.63,,,-7523.833333,195.63,224036,,,,
Mycoplasma_,fftns1_highsim-20000,fftns1_highsim,20000,100,0.10.0.0,1,,,-7149,235.64,,,-7149,235.64,745936,,,,
Mycoplasma_,fftns1-20000,fftns1,20000,100,0.10.0.0,1,,,-7149,223.73,,,-7149,223.73,746200,,,,
Mycoplasma_,fftns1_highsim-500,fftns1_highsim,500,100,0.10.0.0,1,,,-11601.16667,493.56,,,-11601.16667,493.56,38260,,,,
Mycoplasma_,fftns1-500,fftns1,500,100,0.10.0.0,1,,,-7289,239.7,,,-7289,239.7,361592,,,,
Mycoplasma_,fftns1_highsim-5000,fftns1_highsim,5000,100,0.10.0.0,1,,,-7130.333333,198.96,,,-7130.333333,198.96,54144,,,,
Mycoplasma_,fftns1-5000,fftns1,5000,100,0.10.0.0,1,,,-7343.333333,266.72,,,-7343.333333,266.72,385260,,,,
Mycoplasma_,fftns1_highsim-800,fftns1_highsim,800,100,0.10.0.0,1,,,-11596.16667,438.55,,,-11596.16667,438.55,38352,,,,
Mycoplasma_,fftns1-800,fftns1,800,100,0.10.0.0,1,,,-7324.666667,390.2,,,-7324.666667,390.2,332668,,,,
Mycoplasma_,wmsa_highsim-1000,wmsa_highsim,1000,100,0.10.0.0,1,,,-11981.66667,16.55,,,-11981.66667,16.55,16496,,,,
Mycoplasma_,wmsa-1000,wmsa,1000,100,0.10.0.0,1,,,-7590,23.96,,,-7590,23.96,314640,,,,
Mycoplasma_,wmsa_highsim-10000,wmsa_highsim,10000,100,0.10.0.0,1,,,-7616.5,227.16,,,-7616.5,227.16,942764,,,,
Mycoplasma_,wmsa-10000,wmsa,10000,100,0.10.0.0,1,,,-7616.5,1997.85,,,-7616.5,1997.85,922892,,,,
Mycoplasma_,wmsa_highsim-2000,wmsa_highsim,2000,100,0.10.0.0,1,,,-7784.666667,26.46,,,-7784.666667,26.46,21920,,,,
Mycoplasma_,wmsa-2000,wmsa,2000,100,0.10.0.0,1,,,-7704,1426.02,,,-7704,1426.02,218808,,,,
Mycoplasma_,wmsa_highsim-20000,wmsa_highsim,20000,100,0.10.0.0,1,,,-7616.5,230.15,,,-7616.5,230.15,921976,,,,
Mycoplasma_,wmsa-20000,wmsa,20000,100,0.10.0.0,1,,,-7616.5,189.7,,,-7616.5,189.7,942764,,,,
Mycoplasma_,wmsa_highsim-500,wmsa_highsim,500,100,0.10.0.0,1,,,-11940.5,25.21,,,-11940.5,25.21,16640,,,,
Mycoplasma_,wmsa-500,wmsa,500,100,0.10.0.0,1,,,-7608.833333,35.25,,,-7608.833333,35.25,328600,,,,
Mycoplasma_,wmsa_highsim-5000,wmsa_highsim,5000,100,0.10.0.0,1,,,-7583.5,26.96,,,-7583.5,26.96,98772,,,,
Mycoplasma_,wmsa-5000,wmsa,5000,100,0.10.0.0,1,,,-7342.666667,3015.86,,,-7342.666667,3015.86,326696,,,,
