Test_data,Method_name,Method_name_simple,BlockSize,Sub_BlockSize,SAMEMAlign_Version,Vaild_tests,Q_view,TC_view,SPview,Time_view,Q,TC,SP,Time,Maxmemory,Q_raw,TC_raw,Time_raw,Memory_raw
RNA-1023,wmsa-800,wmsa,800,100,0.10.0.0,10,0.9387000000000001¡À0.006986415389883385,0.29¡À0.07158351765595206,,13.831999999999999¡À0.5827829784748352,0.9387000000000001,0.29,,13.831999999999999,224376,"[0.935, 0.937, 0.935, 0.943, 0.927, 0.945, 0.945, 0.935, 0.952, 0.933]","[0.151, 0.291, 0.284, 0.299, 0.353, 0.227, 0.442, 0.268, 0.304, 0.281]","[14.03, 13.63, 14.22, 13.81, 14.29, 14.23, 12.54, 13.96, 14.55, 13.06]","[191036, 183236, 195012, 196500, 224376, 180432, 179316, 176576, 189900, 163908]"
RNA-1023,wmsa_highsim-900,wmsa_highsim,900,100,0.10.0.0,10,0.9385¡À0.01935587766028705,0.2954¡À0.07719611389182748,,3.159¡À0.30058110386383236,0.9385,0.2954,,3.159,74740,"[0.942, 0.971, 0.945, 0.944, 0.926, 0.945, 0.945, 0.936, 0.89, 0.941]","[0.152, 0.357, 0.28, 0.307, 0.361, 0.206, 0.441, 0.274, 0.268, 0.308]","[3.12, 3.24, 2.9699999999999998, 3.57, 3.48, 3.34, 3.14, 2.98, 3.3, 2.45]","[74740, 47112, 54964, 47800, 47616, 62604, 43352, 59596, 60668, 58140]"
RNA-1023,wmsa-900,wmsa,900,100,0.10.0.0,10,0.9384¡À0.007073895673530916,0.28900000000000003¡À0.0702609422083137,,11.611¡À1.1034260283317592,0.9384,0.28900000000000003,,11.611,167504,"[0.935, 0.934, 0.936, 0.944, 0.928, 0.95, 0.94, 0.935, 0.95, 0.932]","[0.153, 0.29, 0.284, 0.299, 0.353, 0.227, 0.438, 0.268, 0.298, 0.28]","[12.91, 12.63, 13.67, 11.01, 11.98, 10.96, 10.29, 11.38, 11.19, 10.09]","[167504, 161156, 164204, 141816, 162124, 143968, 131832, 152340, 157004, 131600]"
RNA-1023,FMAlign2-10,FMAlign2,10,,,10,0.9930999999999999¡À0.0015779733838059513,0.6255¡À0.051773062493926325,-483.6489770503469¡À109.64612345777847,6.161¡À0.4151975433453333,0.9930999999999999,0.6255,-483.6489770503469,6.161,88400,"[0.994, 0.995, 0.993, 0.991, 0.992, 0.994, 0.993, 0.99, 0.995, 0.994]","[0.637, 0.64, 0.635, 0.573, 0.661, 0.658, 0.645, 0.501, 0.697, 0.608]","[6.25, 6.05, 6.05, 6.63, 5.59, 5.96, 6.21, 7.1, 5.7, 6.07]","[84896, 76264, 73860, 88400, 86936, 86800, 87384, 85420, 86996, 87760]"
RNA-1023,FMAlign2-100,FMAlign2,100,,,10,0.9930999999999999¡À0.0015779733838059513,0.6255¡À0.051773062493926325,-483.6489770503469¡À109.64612345777847,6.154¡À0.4109793182144327,0.9930999999999999,0.6255,-483.6489770503469,6.154,88180,"[0.994, 0.995, 0.993, 0.991, 0.992, 0.994, 0.993, 0.99, 0.995, 0.994]","[0.637, 0.64, 0.635, 0.573, 0.661, 0.658, 0.645, 0.501, 0.697, 0.608]","[6.13, 5.96, 6.12, 6.64, 5.54, 6.02, 6.24, 7.06, 5.72, 6.11]","[88004, 75924, 81844, 88180, 86892, 86728, 87340, 85344, 87088, 82328]"
RNA-1023,FMAlign2-1000,FMAlign2,1000,,,10,0.9930999999999999¡À0.0015779733838059513,0.6255¡À0.051773062493926325,-483.6489770503469¡À109.64612345777847,6.182¡À0.40936047684162175,0.9930999999999999,0.6255,-483.6489770503469,6.182,88072,"[0.994, 0.995, 0.993, 0.991, 0.992, 0.994, 0.993, 0.99, 0.995, 0.994]","[0.637, 0.64, 0.635, 0.573, 0.661, 0.658, 0.645, 0.501, 0.697, 0.608]","[6.15, 5.88, 6.24, 6.67, 5.65, 6.15, 6.2, 7.09, 5.71, 6.08]","[87708, 81448, 74688, 88072, 87048, 81520, 87352, 87816, 87328, 74348]"
RNA-1023,FMAlign2-1100,FMAlign2,1100,,,10,0.9930999999999999¡À0.0015779733838059513,0.6255¡À0.051773062493926325,-483.6489770503469¡À109.64612345777847,6.1850000000000005¡À0.41723494580391984,0.9930999999999999,0.6255,-483.6489770503469,6.1850000000000005,88188,"[0.994, 0.995, 0.993, 0.991, 0.992, 0.994, 0.993, 0.99, 0.995, 0.994]","[0.637, 0.64, 0.635, 0.573, 0.661, 0.658, 0.645, 0.501, 0.697, 0.608]","[6.19, 5.89, 6.25, 6.67, 5.6, 6.09, 6.26, 7.1, 5.73, 6.07]","[87712, 81836, 76704, 88188, 81356, 81440, 81476, 85344, 87360, 87808]"
RNA-1023,FMAlign2-1200,FMAlign2,1200,,,10,0.9930999999999999¡À0.0015779733838059513,0.6255¡À0.051773062493926325,-483.6489770503469¡À109.64612345777847,6.165¡À0.41056668155124315,0.9930999999999999,0.6255,-483.6489770503469,6.165,88004,"[0.994, 0.995, 0.993, 0.991, 0.992, 0.994, 0.993, 0.99, 0.995, 0.994]","[0.637, 0.64, 0.635, 0.573, 0.661, 0.658, 0.645, 0.501, 0.697, 0.608]","[6.16, 5.89, 6.23, 6.54, 5.57, 6.14, 6.26, 7.1, 5.7, 6.06]","[87920, 81768, 76460, 88004, 81128, 81444, 87428, 85236, 87232, 87860]"
RNA-1023,FMAlign2-1500,FMAlign2,1500,,,10,0.9930999999999999¡À0.0015779733838059513,0.6255¡À0.051773062493926325,-483.6489770503469¡À109.64612345777847,6.154999999999999¡À0.4222617671539776,0.9930999999999999,0.6255,-483.6489770503469,6.154999999999999,88376,"[0.994, 0.995, 0.993, 0.991, 0.992, 0.994, 0.993, 0.99, 0.995, 0.994]","[0.637, 0.64, 0.635, 0.573, 0.661, 0.658, 0.645, 0.501, 0.697, 0.608]","[6.17, 5.84, 6.24, 6.48, 5.57, 6.09, 6.21, 7.16, 5.7, 6.09]","[87928, 81712, 75644, 88376, 87036, 81432, 87588, 85404, 87200, 87692]"
RNA-1023,FMAlign2-20,FMAlign2,20,,,10,0.9930999999999999¡À0.0015779733838059513,0.6255¡À0.051773062493926325,-483.6489770503469¡À109.64612345777847,6.176¡À0.42007618356674303,0.9930999999999999,0.6255,-483.6489770503469,6.176,88348,"[0.994, 0.995, 0.993, 0.991, 0.992, 0.994, 0.993, 0.99, 0.995, 0.994]","[0.637, 0.64, 0.635, 0.573, 0.661, 0.658, 0.645, 0.501, 0.697, 0.608]","[6.19, 6.02, 6.08, 6.66, 5.6, 5.97, 6.27, 7.14, 5.76, 6.07]","[87892, 81676, 74852, 88348, 86996, 81452, 81772, 85448, 87424, 82280]"
RNA-1023,FMAlign2-200,FMAlign2,200,,,10,0.9930999999999999¡À0.0015779733838059513,0.6255¡À0.051773062493926325,-483.6489770503469¡À109.64612345777847,6.162999999999999¡À0.4118021369541444,0.9930999999999999,0.6255,-483.6489770503469,6.162999999999999,88452,"[0.994, 0.995, 0.993, 0.991, 0.992, 0.994, 0.993, 0.99, 0.995, 0.994]","[0.637, 0.64, 0.635, 0.573, 0.661, 0.658, 0.645, 0.501, 0.697, 0.608]","[6.15, 5.9399999999999995, 6.12, 6.6, 5.58, 6.14, 6.25, 7.1, 5.7, 6.05]","[87880, 81924, 86780, 88452, 86924, 81528, 79156, 87912, 87280, 87412]"
RNA-1023,FMAlign2-2000,FMAlign2,2000,,,10,0.9930999999999999¡À0.0015779733838059513,0.6255¡À0.051773062493926325,-483.6489770503469¡À109.64612345777847,6.136¡À0.4059605892201852,0.9930999999999999,0.6255,-483.6489770503469,6.136,87916,"[0.994, 0.995, 0.993, 0.991, 0.992, 0.994, 0.993, 0.99, 0.995, 0.994]","[0.637, 0.64, 0.635, 0.573, 0.661, 0.658, 0.645, 0.501, 0.697, 0.608]","[6.18, 5.83, 6.19, 6.51, 5.57, 6.11, 6.14, 7.08, 5.7, 6.05]","[87916, 81792, 86876, 85608, 75604, 81432, 87424, 82016, 87408, 87728]"
RNA-1023,FMAlign2-300,FMAlign2,300,,,10,0.9930999999999999¡À0.0015779733838059513,0.6255¡À0.051773062493926325,-483.6489770503469¡À109.64612345777847,6.18¡À0.4394086935871889,0.9930999999999999,0.6255,-483.6489770503469,6.18,88360,"[0.994, 0.995, 0.993, 0.991, 0.992, 0.994, 0.993, 0.99, 0.995, 0.994]","[0.637, 0.64, 0.635, 0.573, 0.661, 0.658, 0.645, 0.501, 0.697, 0.608]","[6.17, 5.96, 6.13, 6.62, 5.58, 6.06, 6.24, 7.23, 5.74, 6.07]","[87924, 81748, 81888, 88360, 86684, 81812, 86840, 87564, 86940, 87624]"
RNA-1023,FMAlign2-400,FMAlign2,400,,,10,0.9930999999999999¡À0.0015779733838059513,0.6255¡À0.051773062493926325,-483.6489770503469¡À109.64612345777847,6.178¡À0.4378766949724544,0.9930999999999999,0.6255,-483.6489770503469,6.178,88352,"[0.994, 0.995, 0.993, 0.991, 0.992, 0.994, 0.993, 0.99, 0.995, 0.994]","[0.637, 0.64, 0.635, 0.573, 0.661, 0.658, 0.645, 0.501, 0.697, 0.608]","[6.15, 5.96, 6.07, 6.61, 5.57, 6.12, 6.27, 7.22, 5.74, 6.07]","[87920, 81624, 76476, 88352, 81376, 81448, 87280, 87528, 87416, 82196]"
RNA-1023,FMAlign2-50,FMAlign2,50,,,10,0.9930999999999999¡À0.0015779733838059513,0.6255¡À0.051773062493926325,-483.6489770503469¡À109.64612345777847,6.16¡À0.41945202347825195,0.9930999999999999,0.6255,-483.6489770503469,6.16,87952,"[0.994, 0.995, 0.993, 0.991, 0.992, 0.994, 0.993, 0.99, 0.995, 0.994]","[0.637, 0.64, 0.635, 0.573, 0.661, 0.658, 0.645, 0.501, 0.697, 0.608]","[6.19, 6.01, 6.12, 6.63, 5.58, 5.95, 6.21, 7.12, 5.71, 6.08]","[87952, 76028, 76176, 85636, 86932, 81328, 81708, 79860, 87068, 87668]"
RNA-1023,FMAlign2-500,FMAlign2,500,,,10,0.9930999999999999¡À0.0015779733838059513,0.6255¡À0.051773062493926325,-483.6489770503469¡À109.64612345777847,6.189¡À0.4303591523367431,0.9930999999999999,0.6255,-483.6489770503469,6.189,88400,"[0.994, 0.995, 0.993, 0.991, 0.992, 0.994, 0.993, 0.99, 0.995, 0.994]","[0.637, 0.64, 0.635, 0.573, 0.661, 0.658, 0.645, 0.501, 0.697, 0.608]","[6.19, 5.93, 6.06, 6.66, 5.57, 6.12, 6.26, 7.19, 5.8100000000000005, 6.1]","[87812, 81744, 86860, 88400, 87036, 81528, 81860, 85248, 87228, 88152]"
RNA-1023,FMAlign2-600,FMAlign2,600,,,10,0.9930999999999999¡À0.0015779733838059513,0.6255¡À0.051773062493926325,-483.6489770503469¡À109.64612345777847,6.193¡À0.40070063638581843,0.9930999999999999,0.6255,-483.6489770503469,6.193,88416,"[0.994, 0.995, 0.993, 0.991, 0.992, 0.994, 0.993, 0.99, 0.995, 0.994]","[0.637, 0.64, 0.635, 0.573, 0.661, 0.658, 0.645, 0.501, 0.697, 0.608]","[6.23, 5.95, 6.08, 6.64, 5.62, 6.17, 6.27, 7.1, 5.79, 6.08]","[87904, 81776, 76584, 88416, 87232, 81420, 87388, 87508, 86940, 82020]"
RNA-1023,FMAlign2-700,FMAlign2,700,,,10,0.9930999999999999¡À0.0015779733838059513,0.6255¡À0.051773062493926325,-483.6489770503469¡À109.64612345777847,6.189¡À0.39958603579204316,0.9930999999999999,0.6255,-483.6489770503469,6.189,87824,"[0.994, 0.995, 0.993, 0.991, 0.992, 0.994, 0.993, 0.99, 0.995, 0.994]","[0.637, 0.64, 0.635, 0.573, 0.661, 0.658, 0.645, 0.501, 0.697, 0.608]","[6.27, 5.96, 6.06, 6.63, 5.63, 6.1, 6.28, 7.1, 5.8, 6.06]","[87780, 81700, 76468, 85624, 87080, 81432, 86792, 82120, 87344, 87824]"
RNA-1023,FMAlign2-800,FMAlign2,800,,,10,0.9930999999999999¡À0.0015779733838059513,0.6255¡À0.051773062493926325,-483.6489770503469¡À109.64612345777847,6.176¡À0.41073592489578986,0.9930999999999999,0.6255,-483.6489770503469,6.176,88160,"[0.994, 0.995, 0.993, 0.991, 0.992, 0.994, 0.993, 0.99, 0.995, 0.994]","[0.637, 0.64, 0.635, 0.573, 0.661, 0.658, 0.645, 0.501, 0.697, 0.608]","[6.27, 5.9399999999999995, 6.08, 6.62, 5.61, 6.11, 6.26, 7.1, 5.71, 6.06]","[87904, 81796, 87976, 88160, 75588, 86660, 81648, 82044, 87148, 87812]"
RNA-1023,FMAlign2-900,FMAlign2,900,,,10,0.9930999999999999¡À0.0015779733838059513,0.6255¡À0.051773062493926325,-483.6489770503469¡À109.64612345777847,6.175¡À0.4044564253414699,0.9930999999999999,0.6255,-483.6489770503469,6.175,88392,"[0.994, 0.995, 0.993, 0.991, 0.992, 0.994, 0.993, 0.99, 0.995, 0.994]","[0.637, 0.64, 0.635, 0.573, 0.661, 0.658, 0.645, 0.501, 0.697, 0.608]","[6.21, 5.87, 6.19, 6.62, 5.66, 6.1, 6.17, 7.11, 5.74, 6.08]","[87692, 81788, 76120, 88392, 75644, 81656, 87428, 85360, 87344, 87652]"
RNA-2047,abpoa-10,abpoa,10,100,0.10.0.0,2,0.878¡À0.038000000000000034,0.2595¡À0.08050000000000002,,16.18¡À2.62,0.878,0.2595,,16.18,792856,"[0.916, 0.84]","[0.34, 0.179]","[13.56, 18.8]","[792856, 713164]"
RNA-2047,abpoa_highsim-100,abpoa_highsim,100,100,0.10.0.0,9,0.9526666666666667¡À0.009475113602367916,0.24744444444444444¡À0.06913772263647411,,10.61111111111111¡À1.1881586542437508,0.9526666666666667,0.24744444444444444,,10.61111111111111,167072,"[0.953, 0.968, 0.952, 0.958, 0.935, 0.96, 0.949, 0.941, 0.958]","[0.225, 0.361, 0.339, 0.225, 0.193, 0.318, 0.183, 0.157, 0.226]","[9.57, 8.95, 9.21, 10.1, 11.29, 11.18, 12.89, 11.34, 10.97]","[120296, 112020, 86200, 116728, 167072, 116276, 120032, 148404, 133712]"
RNA-2047,abpoa-100,abpoa,100,100,0.10.0.0,10,0.3893¡À0.11038392093054133,0.014456¡À0.01979054835015948,,8004.8589999999995¡À5219.199933385288,0.3893,0.014456,,8004.8589999999995,11816404,"[0.357, 0.634, 0.485, 0.381, 0.294, 0.411, 0.443, 0.292, 0.217, 0.379]","[0.00188, 0.0697, 0.0286, 0.00437, 0.00429, 0.00893, 0.0113, 0.00435, 0.00489, 0.00625]","[5450.0, 1742.77, 3365.82, 5713.0, 18347.0, 8646.0, 4449.0, 9572.0, 16607.0, 6156.0]","[933128, 688636, 743676, 1716472, 4928304, 2638500, 865604, 4917408, 11816404, 1050672]"
RNA-2047,abpoa_highsim-1000,abpoa_highsim,1000,100,0.10.0.0,10,0.9673¡À0.0073898579147369334,0.3125¡À0.07664365596707923,,18.301¡À3.440730881658721,0.9673,0.3125,,18.301,125604,"[0.97, 0.969, 0.971, 0.969, 0.948, 0.977, 0.963, 0.966, 0.967, 0.973]","[0.244, 0.433, 0.4, 0.284, 0.253, 0.41, 0.353, 0.229, 0.216, 0.303]","[24.57, 20.47, 20.1, 16.45, 16.11, 14.22, 18.74, 16.79, 22.43, 13.13]","[82984, 119444, 116904, 125604, 113376, 82040, 122824, 108548, 120512, 123968]"
RNA-2047,abpoa-1000,abpoa,1000,100,0.10.0.0,10,0.7839¡À0.03714956258154326,0.16976¡À0.07086634179919266,,122.85¡À12.788416633813588,0.7839,0.16976,,122.85,322572,"[0.815, 0.842, 0.835, 0.717, 0.772, 0.758, 0.794, 0.769, 0.749, 0.788]","[0.131, 0.284, 0.295, 0.105, 0.129, 0.149, 0.233, 0.114, 0.0886, 0.169]","[104.64, 116.15, 116.56, 146.58, 123.39, 138.99, 123.69, 110.23, 113.36, 134.91]","[302460, 322572, 286096, 291044, 294484, 271312, 279152, 294792, 273384, 317728]"
RNA-2047,abpoa_highsim-1100,abpoa_highsim,1100,100,0.10.0.0,10,0.967¡À0.0073075303625780505,0.31320000000000003¡À0.07647587855003694,,14.899000000000001¡À3.717059187045587,0.967,0.31320000000000003,,14.899000000000001,125768,"[0.97, 0.969, 0.972, 0.966, 0.948, 0.976, 0.963, 0.967, 0.966, 0.973]","[0.244, 0.433, 0.402, 0.285, 0.258, 0.41, 0.353, 0.229, 0.216, 0.302]","[19.16, 11.13, 13.33, 13.72, 22.01, 10.64, 15.92, 11.3, 18.83, 12.95]","[82988, 119440, 116900, 125768, 113520, 82044, 122832, 108552, 120528, 123968]"
RNA-2047,abpoa-1100,abpoa,1100,100,0.10.0.0,10,0.7817999999999999¡À0.042397641443835024,0.16746¡À0.06762354915264357,,97.34¡À10.602811891191882,0.7817999999999999,0.16746,,97.34,288868,"[0.821, 0.838, 0.818, 0.683, 0.766, 0.777, 0.767, 0.778, 0.756, 0.814]","[0.141, 0.274, 0.295, 0.0836, 0.136, 0.202, 0.169, 0.106, 0.101, 0.167]","[98.36, 110.99, 74.15, 103.38, 109.09, 101.54, 83.99, 92.93, 99.47, 99.5]","[244564, 273020, 234748, 253636, 256800, 233572, 233424, 257476, 236564, 288868]"
RNA-2047,abpoa_highsim-1200,abpoa_highsim,1200,100,0.10.0.0,10,0.9673¡À0.007510659092250167,0.3134¡À0.07480935770343174,,14.844¡À2.130981933288033,0.9673,0.3134,,14.844,125816,"[0.969, 0.969, 0.973, 0.969, 0.948, 0.977, 0.963, 0.967, 0.965, 0.973]","[0.254, 0.433, 0.4, 0.284, 0.258, 0.405, 0.353, 0.229, 0.216, 0.302]","[13.64, 16.94, 18.53, 14.11, 17.5, 11.17, 15.01, 12.83, 13.95, 14.76]","[125816, 119436, 116904, 125604, 113520, 82044, 122868, 108548, 120516, 123964]"
RNA-2047,abpoa-1200,abpoa,1200,100,0.10.0.0,10,0.8013999999999999¡À0.03062417345823393,0.1819¡À0.06287996501271292,,88.72999999999999¡À10.323852962920384,0.8013999999999999,0.1819,,88.72999999999999,287996,"[0.83, 0.84, 0.809, 0.768, 0.73, 0.812, 0.803, 0.788, 0.814, 0.82]","[0.153, 0.267, 0.275, 0.116, 0.112, 0.235, 0.229, 0.109, 0.127, 0.196]","[90.99, 106.16, 78.91, 91.36, 99.78, 85.63, 86.14, 89.66, 66.34, 92.33]","[204576, 287996, 224300, 234520, 218340, 209124, 184572, 233412, 199320, 249924]"
RNA-2047,abpoa_highsim-1500,abpoa_highsim,1500,100,0.10.0.0,10,0.9682000000000001¡À0.005192301994298872,0.3125¡À0.07649869279928906,,16.159¡À1.846046857476808,0.9682000000000001,0.3125,,16.159,128220,"[0.969, 0.969, 0.972, 0.969, 0.962, 0.978, 0.963, 0.967, 0.96, 0.973]","[0.254, 0.433, 0.4, 0.284, 0.254, 0.408, 0.353, 0.227, 0.21, 0.302]","[16.38, 13.57, 14.67, 17.62, 14.24, 17.0, 20.31, 16.16, 15.07, 16.57]","[125816, 119688, 116908, 125608, 126920, 110248, 122828, 127640, 128220, 123964]"
RNA-2047,abpoa-1500,abpoa,1500,100,0.10.0.0,10,0.8089999999999999¡À0.029161618610769862,0.19290000000000002¡À0.0746182953437024,,62.260000000000005¡À7.5092063495418735,0.8089999999999999,0.19290000000000002,,62.260000000000005,207052,"[0.809, 0.839, 0.855, 0.81, 0.807, 0.834, 0.818, 0.776, 0.751, 0.791]","[0.147, 0.286, 0.314, 0.167, 0.145, 0.271, 0.249, 0.111, 0.103, 0.136]","[56.68, 65.82, 57.0, 57.45, 54.29, 60.03, 54.41, 69.48, 77.21, 70.23]","[189296, 187792, 165392, 190136, 197156, 160040, 179392, 201912, 207052, 187168]"
RNA-2047,abpoa-20,abpoa,20,100,0.10.0.0,10,0.8321¡À0.05033775918731385,0.22679999999999997¡À0.08537657758425317,,22.884999999999998¡À4.351218794774631,0.8321,0.22679999999999997,,22.884999999999998,615248,"[0.832, 0.911, 0.885, 0.801, 0.783, 0.901, 0.853, 0.773, 0.77, 0.812]","[0.169, 0.369, 0.305, 0.168, 0.175, 0.339, 0.296, 0.132, 0.134, 0.181]","[24.32, 16.6, 17.51, 31.68, 21.75, 18.07, 24.92, 23.26, 24.91, 25.83]","[311364, 463684, 435080, 376596, 356444, 615248, 392140, 348016, 354020, 485548]"
RNA-2047,abpoa_highsim-200,abpoa_highsim,200,100,0.10.0.0,10,0.9594999999999999¡À0.0077233412458598575,0.2834¡À0.07478529267175464,,11.495999999999999¡À1.2234230666453858,0.9594999999999999,0.2834,,11.495999999999999,106328,"[0.961, 0.965, 0.965, 0.964, 0.941, 0.968, 0.963, 0.951, 0.961, 0.956]","[0.24, 0.407, 0.362, 0.261, 0.231, 0.374, 0.316, 0.17, 0.199, 0.274]","[11.68, 10.25, 9.67, 12.03, 12.88, 9.73, 12.4, 13.44, 11.19, 11.69]","[79116, 70968, 62172, 67928, 106328, 70688, 76820, 105816, 94904, 68560]"
RNA-2047,abpoa-200,abpoa,200,100,0.10.0.0,10,0.46769999999999995¡À0.06017815218166805,0.03983¡À0.02219865085990588,,1482.787¡À470.1698234053308,0.46769999999999995,0.03983,,1482.787,688396,"[0.509, 0.571, 0.502, 0.436, 0.416, 0.504, 0.488, 0.478, 0.342, 0.431]","[0.0276, 0.0722, 0.0603, 0.0237, 0.0258, 0.0759, 0.0539, 0.0286, 0.0128, 0.0175]","[1233.04, 916.25, 1002.11, 1227.95, 1207.23, 1251.92, 1787.25, 1810.94, 2500.12, 1891.06]","[474616, 489312, 456484, 688396, 517392, 557764, 345852, 416536, 543348, 436632]"
RNA-2047,abpoa_highsim-2000,abpoa_highsim,2000,100,0.10.0.0,10,0.9756¡À0.005063595560468869,0.3137¡À0.0759105394527005,,13.102¡À1.1689893070511808,0.9756,0.3137,,13.102,128576,"[0.974, 0.983, 0.979, 0.976, 0.968, 0.985, 0.971, 0.972, 0.973, 0.975]","[0.257, 0.427, 0.404, 0.283, 0.256, 0.417, 0.346, 0.221, 0.22, 0.306]","[14.09, 12.83, 12.94, 12.45, 13.45, 10.66, 12.06, 14.91, 14.41, 13.22]","[125656, 119684, 119676, 125676, 127676, 112708, 123532, 127788, 128576, 124848]"
RNA-2047,abpoa-2000,abpoa,2000,100,0.10.0.0,10,0.9756¡À0.005063595560468869,0.3137¡À0.0759105394527005,,12.366¡À1.7484919216284645,0.9756,0.3137,,12.366,128568,"[0.974, 0.983, 0.979, 0.976, 0.968, 0.985, 0.971, 0.972, 0.973, 0.975]","[0.257, 0.427, 0.404, 0.283, 0.256, 0.417, 0.346, 0.221, 0.22, 0.306]","[13.68, 10.41, 11.45, 12.86, 13.55, 9.89, 12.01, 11.59, 16.3, 11.92]","[125712, 119684, 119676, 125676, 127584, 112708, 123532, 127792, 128568, 124852]"
RNA-2047,abpoa_highsim-300,abpoa_highsim,300,100,0.10.0.0,10,0.9644999999999999¡À0.006726812023536861,0.3008¡À0.07408481625812405,,12.459¡À1.8732776088983718,0.9644999999999999,0.3008,,12.459,83552,"[0.963, 0.969, 0.969, 0.962, 0.95, 0.977, 0.965, 0.961, 0.961, 0.968]","[0.241, 0.394, 0.387, 0.278, 0.248, 0.411, 0.338, 0.206, 0.204, 0.301]","[14.91, 10.9, 13.37, 11.03, 12.27, 11.26, 16.64, 12.1, 11.67, 10.44]","[65448, 64712, 42504, 69708, 79296, 82240, 67772, 75388, 83552, 83448]"
RNA-2047,abpoa-300,abpoa,300,100,0.10.0.0,10,0.5492¡À0.15123809044020622,0.08285000000000001¡À0.06702929583398591,,1101.733¡À221.4592059070925,0.5492,0.08285000000000001,,1101.733,1274240,"[0.592, 0.768, 0.758, 0.486, 0.332, 0.583, 0.581, 0.663, 0.343, 0.386]","[0.0502, 0.193, 0.216, 0.0449, 0.0135, 0.0957, 0.103, 0.0628, 0.0275, 0.0219]","[1392.28, 981.28, 907.49, 883.58, 1347.33, 864.25, 1104.98, 843.35, 1385.04, 1307.75]","[1144272, 985684, 935596, 1073036, 1115244, 1029476, 904856, 1059152, 1274240, 1249516]"
RNA-2047,abpoa_highsim-400,abpoa_highsim,400,100,0.10.0.0,10,0.9663¡À0.007537240874484515,0.3036¡À0.07668272295634787,,14.543000000000001¡À2.6767556855267904,0.9663,0.3036,,14.543000000000001,113520,"[0.966, 0.969, 0.974, 0.966, 0.948, 0.977, 0.962, 0.967, 0.963, 0.971]","[0.239, 0.412, 0.39, 0.256, 0.258, 0.411, 0.35, 0.214, 0.207, 0.299]","[14.32, 10.5, 13.47, 13.79, 16.79, 17.93, 12.31, 19.88, 13.37, 13.07]","[61952, 66144, 46796, 57344, 113520, 82236, 54656, 61600, 71784, 107288]"
RNA-2047,abpoa-400,abpoa,400,100,0.10.0.0,10,0.6115999999999999¡À0.14880873630267816,0.10642¡À0.07348937065998049,,703.788¡À139.74010711316922,0.6115999999999999,0.10642,,703.788,1117720,"[0.572, 0.797, 0.749, 0.701, 0.665, 0.771, 0.558, 0.583, 0.354, 0.366]","[0.0515, 0.226, 0.213, 0.0886, 0.0755, 0.198, 0.103, 0.0584, 0.0171, 0.0331]","[937.74, 544.92, 741.98, 627.75, 664.32, 604.51, 578.61, 598.6, 783.58, 955.87]","[1005764, 1032632, 1117720, 1083408, 947056, 1014804, 1005424, 945720, 969880, 1086872]"
RNA-2047,abpoa_highsim-50,abpoa_highsim,50,100,0.10.0.0,4,0.9385¡À0.010781929326423873,0.214¡À0.07300684899377591,,9.855¡À0.7900791099630463,0.9385,0.214,,9.855,211168,"[0.933, 0.954, 0.942, 0.925]","[0.142, 0.288, 0.286, 0.14]","[11.09, 9.3, 9.05, 9.98]","[201652, 164316, 155512, 175668]"
RNA-2047,abpoa-50,abpoa,50,100,0.10.0.0,10,0.6131¡À0.1239632606863824,0.04083¡À0.04909230184051263,,3513.9089999999997¡À2736.9002897126156,0.6131,0.04083,,3513.9089999999997,6695344,"[0.638, 0.825, 0.743, 0.658, 0.507, 0.594, 0.614, 0.506, 0.365, 0.681]","[0.0126, 0.182, 0.0292, 0.0381, 0.0184, 0.0108, 0.057, 0.0106, 0.0165, 0.0331]","[3183.83, 1401.39, 1641.33, 1974.74, 7089.0, 1913.55, 2050.41, 3597.91, 10214.0, 2072.93]","[2519336, 2233920, 2262408, 2638572, 2897116, 2291856, 2093256, 2511912, 6695344, 2330472]"
RNA-2047,abpoa_highsim-500,abpoa_highsim,500,100,0.10.0.0,10,0.9657¡À0.008626123115281867,0.3082¡À0.07589571792927449,,14.577000000000002¡À3.1481170562734797,0.9657,0.3082,,14.577000000000002,120752,"[0.968, 0.97, 0.968, 0.965, 0.948, 0.977, 0.963, 0.97, 0.953, 0.975]","[0.237, 0.429, 0.386, 0.269, 0.258, 0.411, 0.349, 0.234, 0.208, 0.301]","[13.53, 9.5, 11.35, 12.59, 15.71, 13.72, 19.88, 14.6, 19.82, 15.07]","[56084, 88732, 48272, 58772, 113372, 82040, 53740, 82112, 89804, 120752]"
RNA-2047,abpoa-500,abpoa,500,100,0.10.0.0,10,0.628¡À0.10546468603281385,0.10846¡À0.07064879616808768,,546.892¡À97.51833343530846,0.628,0.10846,,546.892,927376,"[0.691, 0.799, 0.762, 0.624, 0.482, 0.67, 0.541, 0.684, 0.509, 0.518]","[0.0835, 0.228, 0.248, 0.0792, 0.0417, 0.148, 0.0677, 0.082, 0.0434, 0.0631]","[490.89, 424.7, 464.81, 503.56, 567.52, 519.32, 598.52, 509.6, 793.24, 596.76]","[832912, 803384, 927376, 819956, 859608, 858536, 889020, 900076, 774992, 847504]"
